SCHOOL,ID,LONGITUD,LATITUDE,Year,Round,Is_Center
Michigan,170976,-83.742769,42.275921000000004,1989,Elite 8,N
Illinois,145637,-88.229114,40.104718,1989,Elite 8,N
Syracuse,196413,-76.136975,43.040176,1989,Elite 8,N
Centroid,0,-84.00098275,39.40185087,1989,Elite 8,Y
Duke,198419,-78.937624,36.001135,1989,Final 4,N
Illinois,145637,-88.229114,40.104718,1989,Final 4,N
Michigan,170976,-83.742769,42.275921000000004,1989,Final 4,N
Seton Hall,186584,-74.246027,40.742336,1989,Final 4,N
Centroid,0,-81.2888835,39.7810275,1989,Final 4,Y
UConn,129020,-72.249948,41.809098,1990,All,N
Kansas,155317,-95.247567,38.958549,1990,All,N
Duke,198419,-78.937624,36.001135,1990,All,N
La Salle,213367,-75.153061,40.037979,1990,All,N
Clemson,217882,-82.835114,34.679381,1990,All,N
St. John's,195809,-73.796104,40.722522999999995,1990,All,N
UCLA,110662,-118.44217900000001,34.07178,1990,All,N
Indiana,151351,-86.52655899999999,39.166090000000004,1990,All,N
California,110635,-122.26046299999999,37.871918,1990,All,N
UAB,100663,-86.799345,33.505697,1990,All,N
Temple,216339,-75.156859,39.980546000000004,1990,All,N
BYU,230038,-111.649281,40.250851000000004,1990,All,N
Southern Miss,176372,-89.331236,31.32661,1990,All,N
Richmond,233374,-77.53880600000001,37.577393,1990,All,N
Robert Morris,215655,-80.210468,40.520415,1990,All,N
Boston University,164988,-71.10794200000001,42.351118,1990,All,N
Oklahoma,207500,-97.444211,35.209407,1990,All,N
Purdue,243780,-86.914435,40.428206,1990,All,N
Georgetown,131496,-77.073463,38.908809000000005,1990,All,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1990,All,N
Illinois,145637,-88.229114,40.104718,1990,All,N
Xavier,206622,-84.47465,39.149547,1990,All,N
Georgia,139959,-83.374039,33.956262,1990,All,N
North Carolina,199120,-79.050969,35.911769,1990,All,N
Missouri State,179566,-93.281281,37.199258,1990,All,N
Texas,228778,-97.73827299999999,30.282825,1990,All,N
Kansas State,155399,-96.58107700000001,39.188648,1990,All,N
Dayton,202480,-84.176113,39.739546999999995,1990,All,N
Princeton,186131,-74.65936500000001,40.348732,1990,All,N
Texas Southern,229063,-95.361113,29.721046,1990,All,N
Louisiana-Monroe,159993,-92.07374,32.527747999999995,1990,All,N
Towson,164076,-76.611164,39.393622,1990,All,N
Michigan State,171100,-84.476111,42.73212,1990,All,N
Syracuse,196413,-76.136975,43.040176,1990,All,N
Missouri,178396,-92.328843,38.94531,1990,All,N
Georgia Tech,139755,-84.394832,33.772420000000004,1990,All,N
LSU,159391,-91.178921,30.414986,1990,All,N
Minnesota,174066,-93.23546400000001,44.972851,1990,All,N
Virginia,234076,-78.503428,38.035665,1990,All,N
Houston,225511,-95.343537,29.720392999999998,1990,All,N
UC Santa Barbara,110705,-119.846426,34.416297,1990,All,N
Notre Dame,152080,-86.238959,41.703058,1990,All,N
UTEP,228796,-106.504098,31.77015,1990,All,N
Villanova,216597,-75.345457,40.039388,1990,All,N
East Tennessee State,220075,-82.366954,36.301643,1990,All,N
Northern Iowa,154095,-92.459703,42.514922999999996,1990,All,N
Coppin State,162283,-76.658687,39.311258,1990,All,N
Murray State,157401,-88.323629,36.612419,1990,All,N
UNLV,182281,-115.138462,36.106047,1990,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,1990,All,N
Michigan,170976,-83.742769,42.275921000000004,1990,All,N
Louisville,157289,-85.760412,38.216862,1990,All,N
Oregon State,209542,-123.274723,44.56395,1990,All,N
New Mexico State,188030,-106.75206899999999,32.281568,1990,All,N
Alabama,100751,-87.545978,33.211875,1990,All,N
Ohio State,204796,-83.014853,39.999324,1990,All,N
Providence,217402,-71.437446,41.842742,1990,All,N
Colorado State,126818,-105.08073200000001,40.574805,1990,All,N
Loyola Marymount,117946,-118.41574399999999,33.97085,1990,All,N
Ball State,150136,-85.40904300000001,40.203431,1990,All,N
Idaho,142285,-117.01416699999999,46.727406,1990,All,N
Illinois State,145813,-88.99005799999999,40.509403000000006,1990,All,N
South Florida,448840,-82.636136,27.763871999999996,1990,All,N
Arkansas-Little Rock,106245,-92.33977800000001,34.723254,1990,All,N
Centroid,0,-90.30168364,37.60122305,1990,All,Y
UConn,129020,-72.249948,41.809098,1990,Sweet 16,N
Clemson,217882,-82.835114,34.679381,1990,Sweet 16,N
Duke,198419,-78.937624,36.001135,1990,Sweet 16,N
UCLA,110662,-118.44217900000001,34.07178,1990,Sweet 16,N
North Carolina,199120,-79.050969,35.911769,1990,Sweet 16,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1990,Sweet 16,N
Texas,228778,-97.73827299999999,30.282825,1990,Sweet 16,N
Xavier,206622,-84.47465,39.149547,1990,Sweet 16,N
Michigan State,171100,-84.476111,42.73212,1990,Sweet 16,N
Georgia Tech,139755,-84.394832,33.772420000000004,1990,Sweet 16,N
Minnesota,174066,-93.23546400000001,44.972851,1990,Sweet 16,N
Syracuse,196413,-76.136975,43.040176,1990,Sweet 16,N
UNLV,182281,-115.138462,36.106047,1990,Sweet 16,N
Ball State,150136,-85.40904300000001,40.203431,1990,Sweet 16,N
Loyola Marymount,117946,-118.41574399999999,33.97085,1990,Sweet 16,N
Alabama,100751,-87.545978,33.211875,1990,Sweet 16,N
Centroid,0,-90.79114669,37.24908213,1990,Sweet 16,Y
UConn,129020,-72.249948,41.809098,1990,Elite 8,N
Duke,198419,-78.937624,36.001135,1990,Elite 8,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1990,Elite 8,N
Texas,228778,-97.73827299999999,30.282825,1990,Elite 8,N
Georgia Tech,139755,-84.394832,33.772420000000004,1990,Elite 8,N
Minnesota,174066,-93.23546400000001,44.972851,1990,Elite 8,N
UNLV,182281,-115.138462,36.106047,1990,Elite 8,N
Loyola Marymount,117946,-118.41574399999999,33.97085,1990,Elite 8,N
Centroid,0,-94.285916,36.62315438,1990,Elite 8,Y
Duke,198419,-78.937624,36.001135,1990,Final 4,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1990,Final 4,N
Georgia Tech,139755,-84.394832,33.772420000000004,1990,Final 4,N
UNLV,182281,-115.138462,36.106047,1990,Final 4,N
Centroid,0,-93.16197475,35.48740275,1990,Final 4,Y
North Carolina,199120,-79.050969,35.911769,1991,All,N
Syracuse,196413,-76.136975,43.040176,1991,All,N
Oklahoma State,207388,-97.069743,36.123084999999996,1991,All,N
UCLA,110662,-118.44217900000001,34.07178,1991,All,N
Mississippi State,176080,-88.790139,33.454852,1991,All,N
NC State,199193,-78.67451700000001,35.785111,1991,All,N
Purdue,243780,-86.914435,40.428206,1991,All,N
Princeton,186131,-74.65936500000001,40.348732,1991,All,N
Villanova,216597,-75.345457,40.039388,1991,All,N
Temple,216339,-75.156859,39.980546000000004,1991,All,N
Southern Miss,176372,-89.331236,31.32661,1991,All,N
Eastern Michigan,169798,-83.627443,42.251675,1991,All,N
Penn State,214777,-77.862848,40.7965,1991,All,N
New Mexico,187985,-106.62015500000001,35.083868,1991,All,N
Richmond,233374,-77.53880600000001,37.577393,1991,All,N
Northeastern,167358,-71.088782,42.339991999999995,1991,All,N
Ohio State,204796,-83.014853,39.999324,1991,All,N
Duke,198419,-78.937624,36.001135,1991,All,N
Nebraska,181464,-96.700508,40.817598,1991,All,N
St. John's,195809,-73.796104,40.722522999999995,1991,All,N
Texas,228778,-97.73827299999999,30.282825,1991,All,N
LSU,159391,-91.178921,30.414986,1991,All,N
Iowa,153658,-91.536425,41.661935,1991,All,N
Georgia Tech,139755,-84.394832,33.772420000000004,1991,All,N
DePaul,144740,-87.62724,41.877618,1991,All,N
East Tennessee State,220075,-82.366954,36.301643,1991,All,N
UConn,129020,-72.249948,41.809098,1991,All,N
Saint Peter's,186432,-74.071541,40.727105,1991,All,N
Northern Illinois,147703,-88.766428,41.933869,1991,All,N
Xavier,206622,-84.47465,39.149547,1991,All,N
Louisiana-Monroe,159993,-92.07374,32.527747999999995,1991,All,N
Towson,164076,-76.611164,39.393622,1991,All,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1991,All,N
Indiana,151351,-86.52655899999999,39.166090000000004,1991,All,N
Kansas,155317,-95.247567,38.958549,1991,All,N
Alabama,100751,-87.545978,33.211875,1991,All,N
Wake Forest,199847,-80.277446,36.133609,1991,All,N
Pittsburgh,215293,-79.953254,40.444388000000004,1991,All,N
Florida State,134097,-84.291921,30.440756,1991,All,N
Arizona State,104151,-111.93438300000001,33.417721,1991,All,N
Rutgers,186380,-74.446251,40.498769,1991,All,N
USC,123961,-118.28416899999999,34.021281,1991,All,N
Georgia,139959,-83.374039,33.956262,1991,All,N
Louisiana Tech,159647,-92.649963,32.528296999999995,1991,All,N
Murray State,157401,-88.323629,36.612419,1991,All,N
New Orleans,159939,-90.067142,30.027703999999996,1991,All,N
Coastal Carolina,218724,-79.011767,33.794995,1991,All,N
Georgia State,139940,-84.38667,33.7527,1991,All,N
UNLV,182281,-115.138462,36.106047,1991,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,1991,All,N
Seton Hall,186584,-74.246027,40.742336,1991,All,N
Utah,230764,-111.84604399999999,40.762484,1991,All,N
Michigan State,171100,-84.476111,42.73212,1991,All,N
New Mexico State,188030,-106.75206899999999,32.281568,1991,All,N
Virginia,234076,-78.503428,38.035665,1991,All,N
Georgetown,131496,-77.073463,38.908809000000005,1991,All,N
Vanderbilt,221999,-86.80336899999999,36.14659,1991,All,N
BYU,230038,-111.649281,40.250851000000004,1991,All,N
Creighton,181002,-95.947811,41.265361,1991,All,N
UW-Green Bay,240277,-87.919973,44.532298,1991,All,N
South Alabama,102094,-88.17871099999999,30.696033,1991,All,N
Pepperdine,121150,-118.707077,34.037786,1991,All,N
Saint Francis (PA),215743,-78.63904000000001,40.506734,1991,All,N
Montana,180489,-113.98291200000001,46.859312,1991,All,N
Centroid,0,-88.79939727,37.42319952,1991,All,Y
North Carolina,199120,-79.050969,35.911769,1991,Sweet 16,N
Eastern Michigan,169798,-83.627443,42.251675,1991,Sweet 16,N
Temple,216339,-75.156859,39.980546000000004,1991,Sweet 16,N
Oklahoma State,207388,-97.069743,36.123084999999996,1991,Sweet 16,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1991,Sweet 16,N
Alabama,100751,-87.545978,33.211875,1991,Sweet 16,N
Kansas,155317,-95.247567,38.958549,1991,Sweet 16,N
Indiana,151351,-86.52655899999999,39.166090000000004,1991,Sweet 16,N
Ohio State,204796,-83.014853,39.999324,1991,Sweet 16,N
St. John's,195809,-73.796104,40.722522999999995,1991,Sweet 16,N
Duke,198419,-78.937624,36.001135,1991,Sweet 16,N
UConn,129020,-72.249948,41.809098,1991,Sweet 16,N
UNLV,182281,-115.138462,36.106047,1991,Sweet 16,N
Utah,230764,-111.84604399999999,40.762484,1991,Sweet 16,N
Seton Hall,186584,-74.246027,40.742336,1991,Sweet 16,N
Arizona,104179,-110.95081499999999,32.232671999999994,1991,Sweet 16,N
Centroid,0,-88.6613735,38.12807606,1991,Sweet 16,Y
North Carolina,199120,-79.050969,35.911769,1991,Elite 8,N
Temple,216339,-75.156859,39.980546000000004,1991,Elite 8,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1991,Elite 8,N
Kansas,155317,-95.247567,38.958549,1991,Elite 8,N
St. John's,195809,-73.796104,40.722522999999995,1991,Elite 8,N
Duke,198419,-78.937624,36.001135,1991,Elite 8,N
UNLV,182281,-115.138462,36.106047,1991,Elite 8,N
Seton Hall,186584,-74.246027,40.742336,1991,Elite 8,N
Centroid,0,-85.71882413,38.06161425,1991,Elite 8,Y
Duke,198419,-78.937624,36.001135,1991,Final 4,N
Kansas,155317,-95.247567,38.958549,1991,Final 4,N
North Carolina,199120,-79.050969,35.911769,1991,Final 4,N
UNLV,182281,-115.138462,36.106047,1991,Final 4,N
Centroid,0,-92.09365550000001,36.744375,1991,Final 4,Y
Duke,198419,-78.937624,36.001135,1992,All,N
Kentucky,157085,-84.504747,38.038911,1992,All,N
Massachusetts,166629,-72.526728,42.385999,1992,All,N
Seton Hall,186584,-74.246027,40.742336,1992,All,N
Missouri,178396,-92.328843,38.94531,1992,All,N
Syracuse,196413,-76.136975,43.040176,1992,All,N
UNC-Charlotte,199139,-80.730919,35.306022,1992,All,N
Texas,228778,-97.73827299999999,30.282825,1992,All,N
Iowa,153658,-91.536425,41.661935,1992,All,N
Iowa State,153603,-93.648504,42.026212,1992,All,N
Princeton,186131,-74.65936500000001,40.348732,1992,All,N
West Virginia,238032,-79.954391,39.634371,1992,All,N
La Salle,213367,-75.153061,40.037979,1992,All,N
Fordham,191241,-73.882705,40.859353999999996,1992,All,N
Old Dominion,232982,-76.30666,36.886418,1992,All,N
Campbell,198136,-78.738238,35.409149,1992,All,N
Kansas,155317,-95.247567,38.958549,1992,All,N
USC,123961,-118.28416899999999,34.021281,1992,All,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1992,All,N
Cincinnati,201885,-84.51428,39.131159000000004,1992,All,N
Michigan State,171100,-84.476111,42.73212,1992,All,N
Memphis,220862,-89.938068,35.118878,1992,All,N
Georgia Tech,139755,-84.394832,33.772420000000004,1992,All,N
Evansville,150534,-87.531644,37.971548999999996,1992,All,N
UTEP,228796,-106.504098,31.77015,1992,All,N
Houston,225511,-95.343537,29.720392999999998,1992,All,N
Pepperdine,121150,-118.707077,34.037786,1992,All,N
Missouri State,179566,-93.281281,37.199258,1992,All,N
Delaware,130943,-75.752822,39.679577,1992,All,N
Murray State,157401,-88.323629,36.612419,1992,All,N
Louisiana-Monroe,159993,-92.07374,32.527747999999995,1992,All,N
Howard,131520,-77.018966,38.922391999999995,1992,All,N
Ohio State,204796,-83.014853,39.999324,1992,All,N
Oklahoma State,207388,-97.069743,36.123084999999996,1992,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,1992,All,N
North Carolina,199120,-79.050969,35.911769,1992,All,N
Alabama,100751,-87.545978,33.211875,1992,All,N
Michigan,170976,-83.742769,42.275921000000004,1992,All,N
St. John's,195809,-73.796104,40.722522999999995,1992,All,N
Nebraska,181464,-96.700508,40.817598,1992,All,N
UConn,129020,-72.249948,41.809098,1992,All,N
Tulane,160755,-90.12214399999999,29.940069,1992,All,N
Temple,216339,-75.156859,39.980546000000004,1992,All,N
Stanford,243744,-122.167359,37.429434,1992,All,N
Miami (OH),204024,-84.732954,39.507757,1992,All,N
East Tennessee State,220075,-82.366954,36.301643,1992,All,N
Georgia Southern,139931,-81.78404499999999,32.426153,1992,All,N
Mississippi Valley State,176044,-90.341274,33.514142,1992,All,N
UCLA,110662,-118.44217900000001,34.07178,1992,All,N
Indiana,151351,-86.52655899999999,39.166090000000004,1992,All,N
Florida State,134097,-84.291921,30.440756,1992,All,N
Oklahoma,207500,-97.444211,35.209407,1992,All,N
DePaul,144740,-87.62724,41.877618,1992,All,N
Georgetown,131496,-77.073463,38.908809000000005,1992,All,N
LSU,159391,-91.178921,30.414986,1992,All,N
Louisville,157289,-85.760412,38.216862,1992,All,N
Wake Forest,199847,-80.277446,36.133609,1992,All,N
BYU,230038,-111.649281,40.250851000000004,1992,All,N
South Florida,448840,-82.636136,27.763871999999996,1992,All,N
New Mexico State,188030,-106.75206899999999,32.281568,1992,All,N
Louisiana-Lafayette,160658,-92.020165,30.212190999999997,1992,All,N
Montana,180489,-113.98291200000001,46.859312,1992,All,N
Eastern Illinois,144892,-88.175658,39.479843,1992,All,N
Robert Morris,215655,-80.210468,40.520415,1992,All,N
Centroid,0,-88.77250944,37.09162703,1992,All,Y
Duke,198419,-78.937624,36.001135,1992,Sweet 16,N
Seton Hall,186584,-74.246027,40.742336,1992,Sweet 16,N
Kentucky,157085,-84.504747,38.038911,1992,Sweet 16,N
Massachusetts,166629,-72.526728,42.385999,1992,Sweet 16,N
UCLA,110662,-118.44217900000001,34.07178,1992,Sweet 16,N
New Mexico State,188030,-106.75206899999999,32.281568,1992,Sweet 16,N
Indiana,151351,-86.52655899999999,39.166090000000004,1992,Sweet 16,N
Florida State,134097,-84.291921,30.440756,1992,Sweet 16,N
Ohio State,204796,-83.014853,39.999324,1992,Sweet 16,N
Cincinnati,201885,-84.51428,39.131159000000004,1992,Sweet 16,N
North Carolina,199120,-79.050969,35.911769,1992,Sweet 16,N
Michigan,170976,-83.742769,42.275921000000004,1992,Sweet 16,N
Oklahoma State,207388,-97.069743,36.123084999999996,1992,Sweet 16,N
UTEP,228796,-106.504098,31.77015,1992,Sweet 16,N
Memphis,220862,-89.938068,35.118878,1992,Sweet 16,N
Georgia Tech,139755,-84.394832,33.772420000000004,1992,Sweet 16,N
Centroid,0,-88.40359162,36.70195506,1992,Sweet 16,Y
Duke,198419,-78.937624,36.001135,1992,Elite 8,N
Kentucky,157085,-84.504747,38.038911,1992,Elite 8,N
UCLA,110662,-118.44217900000001,34.07178,1992,Elite 8,N
Indiana,151351,-86.52655899999999,39.166090000000004,1992,Elite 8,N
Ohio State,204796,-83.014853,39.999324,1992,Elite 8,N
Cincinnati,201885,-84.51428,39.131159000000004,1992,Elite 8,N
Michigan,170976,-83.742769,42.275921000000004,1992,Elite 8,N
Memphis,220862,-89.938068,35.118878,1992,Elite 8,N
Centroid,0,-88.70263488,37.97539975,1992,Elite 8,Y
Duke,198419,-78.937624,36.001135,1992,Final 4,N
Cincinnati,201885,-84.51428,39.131159000000004,1992,Final 4,N
Michigan,170976,-83.742769,42.275921000000004,1992,Final 4,N
Indiana,151351,-86.52655899999999,39.166090000000004,1992,Final 4,N
Centroid,0,-83.430308,39.14357625,1992,Final 4,Y
North Carolina,199120,-79.050969,35.911769,1993,All,N
Cincinnati,201885,-84.51428,39.131159000000004,1993,All,N
Massachusetts,166629,-72.526728,42.385999,1993,All,N
Arkansas,106397,-94.17698100000001,36.070009000000006,1993,All,N
St. John's,195809,-73.796104,40.722522999999995,1993,All,N
Virginia,234076,-78.503428,38.035665,1993,All,N
New Mexico State,188030,-106.75206899999999,32.281568,1993,All,N
Rhode Island,217484,-71.52735600000001,41.484691,1993,All,N
Purdue,243780,-86.914435,40.428206,1993,All,N
Nebraska,181464,-96.700508,40.817598,1993,All,N
Manhattan,192703,-73.901893,40.889756,1993,All,N
Texas Tech,229115,-101.874783,33.583448,1993,All,N
Holy Cross,166124,-71.808214,42.23752,1993,All,N
Penn,215062,-75.19391,39.950928999999995,1993,All,N
Coppin State,162283,-76.658687,39.311258,1993,All,N
East Carolina,198464,-77.368291,35.607186,1993,All,N
Indiana,151351,-86.52655899999999,39.166090000000004,1993,All,N
Kansas,155317,-95.247567,38.958549,1993,All,N
Duke,198419,-78.937624,36.001135,1993,All,N
Louisville,157289,-85.760412,38.216862,1993,All,N
Oklahoma State,207388,-97.069743,36.123084999999996,1993,All,N
California,110635,-122.26046299999999,37.871918,1993,All,N
BYU,230038,-111.649281,40.250851000000004,1993,All,N
New Orleans,159939,-90.067142,30.027703999999996,1993,All,N
Xavier,206622,-84.47465,39.149547,1993,All,N
SMU,228246,-96.783365,32.843612,1993,All,N
LSU,159391,-91.178921,30.414986,1993,All,N
Marquette,239105,-87.927961,43.03903,1993,All,N
Delaware,130943,-75.752822,39.679577,1993,All,N
Southern Illinois,149222,-89.21727299999999,37.714193,1993,All,N
Ball State,150136,-85.40904300000001,40.203431,1993,All,N
Wright State,206604,-84.064881,39.780634,1993,All,N
Kentucky,157085,-84.504747,38.038911,1993,All,N
Seton Hall,186584,-74.246027,40.742336,1993,All,N
Florida State,134097,-84.291921,30.440756,1993,All,N
Iowa,153658,-91.536425,41.661935,1993,All,N
Wake Forest,199847,-80.277446,36.133609,1993,All,N
Kansas State,155399,-96.58107700000001,39.188648,1993,All,N
Western Kentucky,157951,-86.456828,36.985034999999996,1993,All,N
Utah,230764,-111.84604399999999,40.762484,1993,All,N
Pittsburgh,215293,-79.953254,40.444388000000004,1993,All,N
Memphis,220862,-89.938068,35.118878,1993,All,N
Tulane,160755,-90.12214399999999,29.940069,1993,All,N
Chattanooga,221740,-85.300247,35.047519,1993,All,N
Louisiana-Monroe,159993,-92.07374,32.527747999999995,1993,All,N
Evansville,150534,-87.531644,37.971548999999996,1993,All,N
Tennessee State,221838,-86.828275,36.166321,1993,All,N
Rider,186283,-74.737833,40.278796,1993,All,N
Michigan,170976,-83.742769,42.275921000000004,1993,All,N
Arizona,104179,-110.95081499999999,32.232671999999994,1993,All,N
Vanderbilt,221999,-86.80336899999999,36.14659,1993,All,N
Georgia Tech,139755,-84.394832,33.772420000000004,1993,All,N
New Mexico,187985,-106.62015500000001,35.083868,1993,All,N
Illinois,145637,-88.229114,40.104718,1993,All,N
Temple,216339,-75.156859,39.980546000000004,1993,All,N
Iowa State,153603,-93.648504,42.026212,1993,All,N
UCLA,110662,-118.44217900000001,34.07178,1993,All,N
Missouri,178396,-92.328843,38.94531,1993,All,N
Long Beach State,110583,-118.11204,33.782818,1993,All,N
George Washington,131469,-77.048363,38.899229999999996,1993,All,N
Southern,160621,-91.190105,30.524558000000003,1993,All,N
Boise State,142115,-116.203301,43.604284,1993,All,N
Santa Clara,122931,-121.93784,37.348362,1993,All,N
Coastal Carolina,218724,-79.011767,33.794995,1993,All,N
